1016977,Akron,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016978,Albany,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016979,Albion,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016980,Alexandria,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016981,Anderson,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016982,Angola,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016983,Arcadia,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016984,Argos,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016985,Atlanta,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016986,Attica,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016987,Auburn,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016988,Aurora,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016989,Austin,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016990,Avilla,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016991,Avon,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
1016992,Bainbridge,US,Indianapolis - Presto X,"Indiana, Kentucky, and Ohio",the Central Region,(610) 288-0965,"Indianapolis,Fort Wayne,Toledo,Bloomington,Lafeyette,Terre Haute,Muncie,Carmel,Greenwood,Fishers"
